key,category,zh-TW,note
world-summary.leaderboard.invitation.qi-title,世界訊息,引氣入道,範圍D固定前端可見文本
world-summary.leaderboard.invitation.total-title,世界訊息,引渡總數,範圍D固定前端可見文本
world-summary.leaderboard.loading,世界訊息,天機閣正在調閱最新榜冊……,範圍D固定前端可見文本
world-summary.leaderboard.location.loading,世界訊息,座標：天機追索中,範圍D固定前端可見文本
world-summary.leaderboard.location.offline,世界訊息,"離線座標：{mapName} ({x}, {y})",範圍D固定前端可見文本
world-summary.leaderboard.location.online,世界訊息,"座標：{mapName} ({x}, {y})",範圍D固定前端可見文本
world-summary.leaderboard.meta.exp,世界訊息,當前經驗 {exp},範圍D固定前端可見文本
world-summary.leaderboard.meta.monster-kills,世界訊息,精英 {elite} · Boss {boss},範圍D固定前端可見文本
world-summary.leaderboard.meta.progress,世界訊息,經驗 {exp} / {expToNext},範圍D固定前端可見文本
world-summary.leaderboard.meta.realm-progress,世界訊息,修為 {progress} · 底蘊 {foundation},範圍D固定前端可見文本
world-summary.leaderboard.meta.sect-leader,世界訊息,宗主 {leaderName},範圍D固定前端可見文本
world-summary.leaderboard.navigation.groups-label,世界訊息,排行榜分組,範圍D固定前端可見文本
world-summary.leaderboard.navigation.tabs-label,世界訊息,當前分組榜單,範圍D固定前端可見文本
world-summary.leaderboard.subtitle,世界訊息,收錄前 {limit} 名 · 十分鐘一更 · {time},範圍D固定前端可見文本
world-summary.leaderboard.tab.attribute.constitution,世界訊息,體魄,範圍D固定前端可見文本
world-summary.leaderboard.tab.attribute.meridians,世界訊息,經脈,範圍D固定前端可見文本
world-summary.leaderboard.tab.attribute.perception,世界訊息,身法,範圍D固定前端可見文本
world-summary.leaderboard.tab.attribute.spirit,世界訊息,神識,範圍D固定前端可見文本
world-summary.leaderboard.tab.attribute.strength,世界訊息,力道,範圍D固定前端可見文本
world-summary.leaderboard.tab.attribute.talent,世界訊息,根骨,範圍D固定前端可見文本
world-summary.leaderboard.tab.body-training,世界訊息,煉體,範圍D固定前端可見文本
world-summary.leaderboard.tab.deaths,世界訊息,身隕,範圍D固定前端可見文本
world-summary.leaderboard.tab.invitation,世界訊息,引渡,範圍D固定前端可見文本
world-summary.leaderboard.tab.monster-kills,世界訊息,斬妖,範圍D固定前端可見文本
world-summary.leaderboard.tab.player-kills,世界訊息,殺伐,範圍D固定前端可見文本
world-summary.leaderboard.tab.realm,世界訊息,境界,範圍D固定前端可見文本
world-summary.leaderboard.tab.sects,世界訊息,宗門,範圍D固定前端可見文本
world-summary.leaderboard.tab.spirit-stones,世界訊息,靈石,範圍D固定前端可見文本
world-summary.leaderboard.tab.technique.alchemy,世界訊息,煉丹,範圍D固定前端可見文本
world-summary.leaderboard.tab.technique.building,世界訊息,營造,範圍D固定前端可見文本
world-summary.leaderboard.tab.technique.enhancement,世界訊息,強化,範圍D固定前端可見文本
world-summary.leaderboard.tab.technique.forging,世界訊息,煉器,範圍D固定前端可見文本
world-summary.leaderboard.tab.technique.formation,世界訊息,陣法,範圍D固定前端可見文本
world-summary.leaderboard.tab.technique.gather,世界訊息,採集,範圍D固定前端可見文本
world-summary.leaderboard.tab.technique.mining,世界訊息,挖礦,範圍D固定前端可見文本
world-summary.leaderboard.tab.technique.transmission,世界訊息,傳法,範圍D固定前端可見文本
world-summary.leaderboard.title,世界訊息,排行榜,範圍D固定前端可見文本
world-summary.leaderboard.value.attribute,世界訊息,{value} 點,範圍D固定前端可見文本
world-summary.leaderboard.value.body-training,世界訊息,煉體 {level} 層,範圍D固定前端可見文本
world-summary.leaderboard.value.deaths,世界訊息,死亡 {count},範圍D固定前端可見文本
world-summary.leaderboard.value.invitation-foundation,世界訊息,{count} 人築基,範圍D固定前端可見文本
world-summary.leaderboard.value.invitation-qi,世界訊息,{count} 人煉氣,範圍D固定前端可見文本
world-summary.leaderboard.value.invitation-total,世界訊息,引渡 {count} 人,範圍D固定前端可見文本
world-summary.leaderboard.value.monster-kills,世界訊息,擊殺 {count},範圍D固定前端可見文本
world-summary.leaderboard.value.player-kills,世界訊息,擊殺玩家 {count},範圍D固定前端可見文本
world-summary.leaderboard.value.sect-members,世界訊息,{count} 人,範圍D固定前端可見文本
world-summary.leaderboard.value.spirit-stones,世界訊息,{count} 靈石,範圍D固定前端可見文本
world-summary.leaderboard.value.technique-level,世界訊息,技藝 {level} 級,範圍D固定前端可見文本
world-summary.modal.hint.close-outside,世界訊息,點擊空白處關閉,範圍D固定前端可見文本
world-summary.row.action.alchemy,世界訊息,煉丹,範圍D固定前端可見文本
world-summary.row.action.combat,世界訊息,戰鬥,範圍D固定前端可見文本
world-summary.row.action.cultivation,世界訊息,修煉,範圍D固定前端可見文本
world-summary.row.action.enhancement,世界訊息,強化,範圍D固定前端可見文本
world-summary.row.kills.boss-monsters,世界訊息,Boss,範圍D固定前端可見文本
world-summary.row.kills.elite-monsters,世界訊息,精英怪物,範圍D固定前端可見文本
world-summary.row.kills.normal-monsters,世界訊息,普通怪物,範圍D固定前端可見文本
world-summary.row.kills.player-deaths,世界訊息,玩家死亡,範圍D固定前端可見文本
world-summary.row.kills.player-kills,世界訊息,玩家擊殺玩家,範圍D固定前端可見文本
world-summary.row.realm.initial,世界訊息,初始境界,範圍D固定前端可見文本
world-summary.row.realm.mortal,世界訊息,凡人境界,範圍D固定前端可見文本
world-summary.row.realm.qi-refining-or-above,世界訊息,煉氣及以上,範圍D固定前端可見文本
world-summary.row.total-spirit-stones,世界訊息,全體玩家持有,範圍D固定前端可見文本
world-summary.section.actions,世界訊息,當前行動人數,範圍D固定前端可見文本
world-summary.section.kills-deaths,世界訊息,全服擊殺與死亡,範圍D固定前端可見文本
world-summary.section.realms,世界訊息,境界人數,範圍D固定前端可見文本
world-summary.section.spirit-stones,世界訊息,靈石總和,範圍D固定前端可見文本
world-summary.summary.empty,世界訊息,暫無世界卷宗。,範圍D固定前端可見文本
world-summary.summary.loading,世界訊息,天機閣正在調閱世界卷宗……,範圍D固定前端可見文本
world-summary.summary.subtitle,世界訊息,世界卷宗 · 十分鐘一更 · {time},範圍D固定前端可見文本
world-summary.summary.title,世界訊息,世界,範圍D固定前端可見文本
world-summary.value.people,世界訊息,{count} 人,範圍D固定前端可見文本
world-summary.value.spirit-stones,世界訊息,{count} 靈石,範圍D固定前端可見文本
world-summary.value.times,世界訊息,{count} 次,範圍D固定前端可見文本
world.danger.easier.1,世界訊息,尚可從容,
world.danger.easier.2,世界訊息,遊刃有餘,
world.danger.easier.3,世界訊息,輕車熟路,
world.danger.easier.4,世界訊息,難逢敵手,
world.danger.easier.many,世界訊息,如履平地,
world.danger.harder.1,世界訊息,高你一境，稍有風浪,
world.danger.harder.2,世界訊息,高你兩境，已有壓力,
world.danger.harder.3,世界訊息,高你三境，險意漸濃,
world.danger.harder.4,世界訊息,高你四境，步步驚心,
world.danger.harder.many,世界訊息,高你{gap}境，十面埋伏,
world.danger.matched,世界訊息,境界相宜，正合歷練,
world.danger.realm.acquired,世界訊息,易筋-通脈,
world.danger.realm.before-qi,世界訊息,叩仙門,
world.danger.realm.body-training,世界訊息,凡胎-鍛骨,
world.danger.realm.entry,世界訊息,凡胎-鍛骨,
world.danger.realm.innate,世界訊息,瑤光-叩仙門,
world.danger.realm.major,世界訊息,瑤光-天璣,
world.danger.realm.minor,世界訊息,易筋-通脈,
world.danger.realm.perfection,世界訊息,天璇-叩仙門,
world.danger.realm.qi-start,世界訊息,練氣一層,
world.danger.recommended.unknown,世界訊息,未知,
world.danger.unknown,世界訊息,境界未明，謹慎試探,
world.guide.ancient-ruins.desc,世界訊息,陣紋、碑靈與殘篇並存，是正式觸碰修仙敘事的區域。,
world.guide.ancient-ruins.mood,世界訊息,仙道線索區,
world.guide.ancient-ruins.recommended-realm,世界訊息,瑤光-天權,
world.guide.ancient-ruins.resource.0,世界訊息,斷紋石片,
world.guide.ancient-ruins.resource.1,世界訊息,魂墨,
world.guide.ancient-ruins.resource.2,世界訊息,遺蹟鑰石,
world.guide.ancient-ruins.route,世界訊息,清理符陣看守，接通靈嶺與天穹後段線。,
world.guide.ancient-ruins.threat.0,世界訊息,石衛傀,
world.guide.ancient-ruins.threat.1,世界訊息,骨翎夜鴞,
world.guide.ancient-ruins.threat.2,世界訊息,符陣看守,
world.guide.ancient-ruins.title,世界訊息,斷碑遺蹟,
world.guide.bamboo-forest.desc,世界訊息,狼群、蛇妖與竹靈共生，是從江湖搏殺過渡到修行世界的門檻。,
world.guide.bamboo-forest.mood,世界訊息,武俠過渡帶,
world.guide.bamboo-forest.recommended-realm,世界訊息,易筋-養氣,
world.guide.bamboo-forest.resource.0,世界訊息,狼牙,
world.guide.bamboo-forest.resource.1,世界訊息,蛇膽,
world.guide.bamboo-forest.resource.2,世界訊息,翠竹心,
world.guide.bamboo-forest.resource.3,世界訊息,步法殘頁,
world.guide.bamboo-forest.route,世界訊息,主徑推礦洞與遺蹟，側路進荒野，南下獸谷。,
world.guide.bamboo-forest.threat.0,世界訊息,噬靈狼,
world.guide.bamboo-forest.threat.1,世界訊息,青鱗竹蛇,
world.guide.bamboo-forest.threat.2,世界訊息,刃竹螳,
world.guide.bamboo-forest.title,世界訊息,青竹林,
world.guide.beast-valley.desc,世界訊息,獸谷裂隙已顯露靈災本相，建議高補給、高功法成熟度再推進。,
world.guide.beast-valley.mood,世界訊息,修仙高危戰區,
world.guide.beast-valley.recommended-realm,世界訊息,玉衡-天璇,
world.guide.beast-valley.resource.0,世界訊息,血羽,
world.guide.beast-valley.resource.1,世界訊息,妖狼骨,
world.guide.beast-valley.resource.2,世界訊息,谷底核心,
world.guide.beast-valley.resource.3,世界訊息,逆鱗,
world.guide.beast-valley.route,世界訊息,先清外圍，再壓谷底王級目標和靈嶺入口。,
world.guide.beast-valley.threat.0,世界訊息,裂齒妖狼,
world.guide.beast-valley.threat.1,世界訊息,血羽鴉,
world.guide.beast-valley.threat.2,世界訊息,裂淵狼主,
world.guide.beast-valley.title,世界訊息,噬魂獸谷,
world.guide.black-iron-mine.desc,世界訊息,礦脈靈氣紊亂，材料密集，但補給和走位壓力明顯上升。,
world.guide.black-iron-mine.mood,世界訊息,資源高壓區,
world.guide.black-iron-mine.recommended-realm,世界訊息,養氣-玉衡,
world.guide.black-iron-mine.resource.0,世界訊息,玄鐵礦塊,
world.guide.black-iron-mine.resource.1,世界訊息,晶塵,
world.guide.black-iron-mine.resource.2,世界訊息,信標核心,
world.guide.black-iron-mine.route,世界訊息,推進鍾乳深區，蒐集礦材與信標核心。,
world.guide.black-iron-mine.threat.0,世界訊息,礦魈,
world.guide.black-iron-mine.threat.1,世界訊息,晶背蝠,
world.guide.black-iron-mine.title,世界訊息,玄鐵礦洞,
world.guide.qizhen-crossing.desc,世界訊息,主城改成三重錯臺加折線街巷，百工、靜氣、行修和舊渡口不再是幾塊平鋪方盒。,
world.guide.qizhen-crossing.mood,世界訊息,前線渡城,
world.guide.qizhen-crossing.recommended-realm,世界訊息,練氣一層-半步築基,
world.guide.qizhen-crossing.resource.0,世界訊息,五行路口,
world.guide.qizhen-crossing.resource.1,世界訊息,散修交易,
world.guide.qizhen-crossing.resource.2,世界訊息,穩脈調息,
world.guide.qizhen-crossing.resource.3,世界訊息,練氣補給,
world.guide.qizhen-crossing.route,世界訊息,北臺接回渡陣，西去裂鋒原，東分青蘿谷與寒汐澤，南下赤隕庭。,
world.guide.qizhen-crossing.threat.0,世界訊息,外行修士混雜,
world.guide.qizhen-crossing.threat.1,世界訊息,水線失足,
world.guide.qizhen-crossing.threat.2,世界訊息,五行外圖回壓,
world.guide.qizhen-crossing.title,世界訊息,棲真渡,
world.guide.sky-ruins.desc,世界訊息,天宮已墜，封印未絕，乃當世至險之地。,
world.guide.sky-ruins.mood,世界訊息,高段終局區,
world.guide.sky-ruins.recommended-realm,世界訊息,宗師-叩仙門,
world.guide.sky-ruins.resource.0,世界訊息,星隕金,
world.guide.sky-ruins.resource.1,世界訊息,天紋殘頁,
world.guide.sky-ruins.resource.2,世界訊息,天封核心,
world.guide.sky-ruins.route,世界訊息,補齊天封核心，處理終局王級目標。,
world.guide.sky-ruins.threat.0,世界訊息,天宮獵者,
world.guide.sky-ruins.threat.1,世界訊息,殘宮傀儀,
world.guide.sky-ruins.threat.2,世界訊息,噬星獸,
world.guide.sky-ruins.title,世界訊息,天穹殘宮,
world.guide.spirit-ridge.desc,世界訊息,這裡已經不止是江湖爭殺，更考驗神識、心性與突破準備。,
world.guide.spirit-ridge.mood,世界訊息,升階門檻區,
world.guide.spirit-ridge.recommended-realm,世界訊息,天璣-大宗師,
world.guide.spirit-ridge.resource.0,世界訊息,嶺獸爪,
world.guide.spirit-ridge.resource.1,世界訊息,霜華精粹,
world.guide.spirit-ridge.resource.2,世界訊息,靈嶺行令,
world.guide.spirit-ridge.route,世界訊息,先做嶺門試鋒，再接天穹殘宮。,
world.guide.spirit-ridge.threat.0,世界訊息,靈脊虎,
world.guide.spirit-ridge.threat.1,世界訊息,寒翎鶴,
world.guide.spirit-ridge.threat.2,世界訊息,守嶺殘魂,
world.guide.spirit-ridge.title,世界訊息,靈脊嶺,
world.guide.wildlands.desc,世界訊息,野獸、匪徒與沼澤妖物混雜，適合補材料與做支線。,
world.guide.wildlands.mood,世界訊息,側線練級區,
world.guide.wildlands.recommended-realm,世界訊息,凡胎-鍛骨,
world.guide.wildlands.resource.0,世界訊息,彘牙,
world.guide.wildlands.resource.1,世界訊息,澤鱗,
world.guide.wildlands.resource.2,世界訊息,陰沼絲,
world.guide.wildlands.resource.3,世界訊息,匪徒腰牌,
world.guide.wildlands.route,世界訊息,刷側線材料，補足裝備後回主線。,
world.guide.wildlands.threat.0,世界訊息,獠牙野彘,
world.guide.wildlands.threat.1,世界訊息,澤鱗蜥,
world.guide.wildlands.threat.2,世界訊息,荒野匪徒,
world.guide.wildlands.title,世界訊息,荒野,
world.guide.yunlai-town.desc,世界訊息,新的主城佈局更緊湊，主線、補給、煉藥與打鐵都圍著主路展開。,
world.guide.yunlai-town.mood,世界訊息,武道起點,
world.guide.yunlai-town.recommended-realm,世界訊息,凡胎-鍛骨,
world.guide.yunlai-town.resource.0,世界訊息,主線任務,
world.guide.yunlai-town.resource.1,世界訊息,基礎補給,
world.guide.yunlai-town.resource.2,世界訊息,鎮內試手怪,
world.guide.yunlai-town.resource.3,世界訊息,可搜索傢俱,
world.guide.yunlai-town.route,世界訊息,鎮中接主線，西北入青竹林，南門出荒野，北路可轉靈脊嶺。,
world.guide.yunlai-town.threat.0,世界訊息,零散鼠患,
world.guide.yunlai-town.threat.1,世界訊息,夜間匪徒,
world.guide.yunlai-town.title,世界訊息,雲來鎮,
world.map-fallback.ancient-ruins.recommended-realm,世界訊息,瑤光-天權,
world.map-fallback.bamboo-forest.recommended-realm,世界訊息,易筋-養氣,
world.map-fallback.beast-valley.recommended-realm,世界訊息,玉衡-天璇,
world.map-fallback.black-iron-mine.recommended-realm,世界訊息,養氣-玉衡,
world.map-fallback.qizhen-crossing.recommended-realm,世界訊息,練氣一層-半步築基,
world.map-fallback.sky-ruins.recommended-realm,世界訊息,宗師-叩仙門,
world.map-fallback.spirit-ridge.recommended-realm,世界訊息,天璣-大宗師,
world.map-fallback.wildlands.recommended-realm,世界訊息,凡胎-鍛骨,
world.map-fallback.yunlai-town.recommended-realm,世界訊息,凡胎-鍛骨,
world.tech-realm.entry,世界訊息,武學入門,
world.tech-realm.major,世界訊息,先天凝意,
world.tech-realm.minor,世界訊息,後天圓熟,
world.tech-realm.perfection,世界訊息,半步修真,
attr.craft.open,屬性總覽,打開,
attr.empty.no-data,屬性總覽,暫無屬性數據,
attr.numeric.actions-per-turn.desc,屬性總覽,決定每回合最多可以執行的戰鬥行動次數。,
attr.numeric.actions-per-turn.label,屬性總覽,每回合行動次數,
attr.numeric.anti-crit.desc,屬性總覽,壓低對手對你造成暴擊的概率。,
attr.numeric.anti-crit.label,屬性總覽,免爆,
attr.numeric.aura-cost-reduce.desc,屬性總覽,降低光環或陣法持續消耗。,
attr.numeric.aura-cost-reduce.label,屬性總覽,光環消耗縮減,
attr.numeric.aura-power-rate.desc,屬性總覽,提高光環或陣法提供的效果。,
attr.numeric.aura-power-rate.label,屬性總覽,光環效果增強,
attr.numeric.break-power.desc,屬性總覽,壓低目標化解概率；超出目標化解的部分會按概率觸發破招，使本次命中與暴擊判定翻倍。,
attr.numeric.break-power.label,屬性總覽,破招,
attr.numeric.cooldown-speed.desc,屬性總覽,提高技能與效果的冷卻流轉速度。,
attr.numeric.cooldown-speed.label,屬性總覽,冷卻速度,
attr.numeric.crit-damage.desc,屬性總覽,決定暴擊命中後的傷害倍率。,
attr.numeric.crit-damage.label,屬性總覽,暴擊傷害,
attr.numeric.crit.desc,屬性總覽,提高暴擊觸發概率。,
attr.numeric.crit.label,屬性總覽,暴擊,
attr.numeric.dodge.desc,屬性總覽,提高閃避攻擊的概率。,
attr.numeric.dodge.label,屬性總覽,閃避,
attr.numeric.hit.desc,屬性總覽,提高攻擊命中目標的能力。,
attr.numeric.hit.label,屬性總覽,命中,
attr.numeric.hp-regen-rate.desc,屬性總覽,決定每息自動回覆的生命值。,
attr.numeric.hp-regen-rate.label,屬性總覽,生命回覆,
attr.numeric.loot-rate.desc,屬性總覽,提高常規掉落收益。,
attr.numeric.loot-rate.label,屬性總覽,掉落增幅,
attr.numeric.max-hp.desc,屬性總覽,決定你在戰鬥中的生存上限。,
attr.numeric.max-hp.label,屬性總覽,最大生命值,
attr.numeric.max-qi-output-per-tick.desc,屬性總覽,限制每息可穩定輸出的靈力上限。,
attr.numeric.max-qi-output-per-tick.label,屬性總覽,靈力輸出速率,
attr.numeric.max-qi.desc,屬性總覽,決定你可承載的靈力總量。,
attr.numeric.max-qi.label,屬性總覽,最大靈力值,
attr.numeric.move-speed.desc,屬性總覽,決定每息獲得的移動預算。500 以內按原始收益計算，超過後進入軟衰減；大路、小路、草地、泥地與沼澤會按不同消耗結算。,
attr.numeric.move-speed.label,屬性總覽,移動速度,
attr.numeric.phys-atk.desc,屬性總覽,影響物理系技能；普通攻擊會取物理攻擊與法術攻擊中的較高值結算。,
attr.numeric.phys-atk.label,屬性總覽,物理攻擊,
attr.numeric.phys-def.desc,屬性總覽,降低受到的物理傷害，化解觸發時會按雙倍防禦重新計算減傷。,
attr.numeric.phys-def.label,屬性總覽,物理防禦,
attr.numeric.player-exp-rate.desc,屬性總覽,提高境界修為獲取效率。,
attr.numeric.player-exp-rate.label,屬性總覽,境界修為,
attr.numeric.qi-regen-rate.desc,屬性總覽,決定每息自動回覆的靈力值。,
attr.numeric.qi-regen-rate.label,屬性總覽,靈力回覆,
attr.numeric.rare-loot-rate.desc,屬性總覽,提高稀有掉落收益。,
attr.numeric.rare-loot-rate.label,屬性總覽,稀有掉落,
attr.numeric.realm-exp-per-tick.desc,屬性總覽,決定修煉狀態下每息獲得的境界修為。,
attr.numeric.realm-exp-per-tick.label,屬性總覽,每息境界修為,
attr.numeric.resolve-power.desc,屬性總覽,提高化解來招的概率；化解觸發時會按雙倍防禦重新結算本次減傷。,
attr.numeric.resolve-power.label,屬性總覽,化解,
attr.numeric.spell-atk.desc,屬性總覽,影響法術系技能與靈術傷害；普通攻擊會取物理攻擊與法術攻擊中的較高值結算。,
attr.numeric.spell-atk.label,屬性總覽,法術攻擊,
attr.numeric.spell-def.desc,屬性總覽,降低受到的法術傷害，化解觸發時會按雙倍防禦重新計算減傷。,
attr.numeric.spell-def.label,屬性總覽,法術防禦,
attr.numeric.technique-exp-per-tick.desc,屬性總覽,決定修煉狀態下每息獲得的功法經驗基礎值。,
attr.numeric.technique-exp-per-tick.label,屬性總覽,每息功法經驗,
attr.numeric.technique-exp-rate.desc,屬性總覽,提高功法經驗獲取效率。,
attr.numeric.technique-exp-rate.label,屬性總覽,功法經驗,
attr.numeric.title.qi-flow,屬性總覽,靈脈流轉,
attr.numeric.view-range.desc,屬性總覽,決定地圖上的可見範圍。,
attr.numeric.view-range.label,屬性總覽,視野範圍,
attr.qi-projection.source,屬性總覽,來源：{sources},
attr.radar.scale,屬性總覽,刻度 {label},
attr.special.combat-exp.desc,屬性總覽,通過戰鬥獲得的境界修為會一比一累計到戰鬥經驗，並按雙方差距影響攻擊時的命中、受擊時的閃避（兩者最高翻倍），以及普通攻擊 50% 到 200% 的獨立傷害乘區。,
attr.special.combat-exp.label,屬性總覽,戰鬥經驗,
attr.special.comprehension.desc,屬性總覽,提高境界修為與功法經驗獲取；不作為六維參與基礎屬性換算。,
attr.special.comprehension.label,屬性總覽,悟性,
attr.special.foundation.desc,屬性總覽,在能夠獲得境界修為時，優先把本次境界修為抬高到三倍上限；實際額外補上的部分會等量消耗底蘊。,
attr.special.foundation.label,屬性總覽,底蘊,
attr.special.luck.desc,屬性總覽,提高挖礦礦物額外概率，並提高煉丹、煉器、強化成功率；不提供戰鬥屬性。,
attr.special.luck.label,屬性總覽,幸運,
attr.special.root-foundation.desc,屬性總覽,每點根基提供 1% 六維境界乘區，可在境界圓滿時消耗當前境界整條修為和對應材料凝練。,
attr.special.root-foundation.label,屬性總覽,根基,
attr.tab.base,屬性總覽,六維,
attr.tab.combat,屬性總覽,鬥法,
attr.tab.craft,屬性總覽,技藝,
attr.tab.qi,屬性總覽,靈力,
attr.tab.root,屬性總覽,靈根,
attr.tab.special,屬性總覽,特殊,
attr.tab.vein,屬性總覽,靈脈,
attr.tooltip.actual-conversion,屬性總覽,實際轉化：,
attr.tooltip.base-value,屬性總覽,基礎值：,
attr.tooltip.base-zero-note,屬性總覽,基礎值為 0 時，系統仍會給予少量基礎加成,
attr.tooltip.body-training,屬性總覽,煉體：,
attr.tooltip.buff-status,屬性總覽,狀態：,
attr.tooltip.extra-value,屬性總覽,額外值：,
attr.tooltip.move-speed-detail,屬性總覽,每息獲得 {movePoints} 點移動預算，約等於 {roadTiles} 格大路 / {trailTiles} 格小路 / {grassTiles} 格草地 / {swampTiles} 格沼澤,
attr.tooltip.move-speed-note,屬性總覽,此為經過遞減折算後的實際移動速度，所有移動和技能判定均以此為準,
attr.tooltip.pill,屬性總覽,丹藥：,
attr.tooltip.realm,屬性總覽,境界：,
attr.tooltip.root-foundation,屬性總覽,根基：,
attr.tooltip.root-foundation-bonus,屬性總覽,六維境界加成：{percent}%,
attr.tooltip.scale,屬性總覽,刻度 {label},
attr.tooltip.six-dim,屬性總覽,六維：,
attr.tooltip.technique-max,屬性總覽,萬法歸元：,
attr.tooltip.total-fixed,屬性總覽,總固定值：{value},
attr.tooltip.total-percent,屬性總覽,總百分比：{value},
common.unknown-item,通用,未知物品,
common.value.unknown,通用,未知,缺失 key 自動補齊
ui.zoom.adjusted,通用,縮放已調整為 {zoom}x,
ui.zoom.reset,通用,縮放已重置為 {zoom}x,
notice.action.attack-intensity-updated,通知,出手力度已調整為 {intensity} 成,
notice.action.aura-sense-toggled,通知,感氣視角已{state},
notice.action.auto-root-foundation-cap,通知,根基已達當前境界上限，已關閉自動凝練根基。,
notice.action.auto-root-foundation-disabled,通知,已關閉自動凝練根基。,
notice.action.auto-root-foundation-enabled,通知,已開啟自動凝練根基，修為和材料滿足時會每息檢測並自動凝練。,
notice.action.body-training-convert,通知,消耗 {foundationSpent} 底蘊灌入肉身，獲得 {expGained} 煉體經驗,
notice.action.compass-required,通知,需要裝備銅羅盤才能望氣,
notice.action.cultivation-toggled,通知,修煉已{state},
notice.action.qi-sense-toggled,通知,望氣視角已{state},
notice.action.world-migration-peaceful-complete,通知,已切入虛境，後續跨圖會預設進入虛境線。,
notice.action.world-migration-peaceful-kept,通知,預設世界已保持為虛境，後續跨圖會繼續進入虛境線。,
notice.action.world-migration-real-complete,通知,已切入現世，後續跨圖會預設進入現世線。,
notice.action.world-migration-real-kept,通知,預設世界已保持為現世，後續跨圖會繼續進入現世線。,
notice.activity.eternal-activated,通知,已使用{itemName} x{count}，月卡總池增加 {merit} 功德，每日簽到固定池增加 {dailySignInFixedMerit} 功德，已獲得永恆權益,
notice.activity.month-card-activated,通知,已使用{itemName} x{count}，月卡總池增加 {merit} 功德，領取時間重置為 {days} 天,
notice.asset.reconciliation-pending,通知,資產操作結果正在確認，請稍後刷新背包。,
notice.channel.alchemy,通知,煉丹,煉丹頻道兜底名
notice.channel.building,通知,建造,建造頻道兜底名
notice.channel.combat,通知,戰鬥,戰鬥頻道兜底名
notice.channel.enhancement,通知,強化,強化頻道兜底名
notice.channel.forging,通知,煉器,煉器頻道兜底名
notice.channel.formation,通知,陣法,陣法頻道兜底名
notice.channel.gather,通知,採集,採集頻道兜底名
notice.channel.grudge,通知,情仇,情仇頻道兜底名
notice.channel.loot,通知,掉落,掉落頻道兜底名
notice.channel.mining,通知,挖礦,挖礦頻道兜底名
notice.channel.quest,通知,任務,任務頻道兜底名
notice.channel.success,通知,天機,成功頻道兜底名
notice.channel.system,通知,系統,系統頻道兜底名
notice.channel.transmission,通知,傳法,傳法頻道兜底名
notice.channel.travel,通知,江湖,旅行頻道兜底名
notice.channel.warn,通知,警示,警告頻道兜底名
notice.combat.auto-use-item,通知,自動使用 {itemName},
notice.combat.chant-cancelled-config,通知,{skillName} 吟唱取消：技能配置已更新,
notice.combat.chant-expired,通知,神通吟唱已過期,
notice.combat.chant-fail-qi,通知,{skillName} 吟唱結算失敗：元氣不足,
notice.combat.chant-interrupted,通知,{skillName} 吟唱被打斷：{reason},
notice.combat.herb-container-empty,通知,{title} 當前沒有可打落的草藥，{countdown},
notice.combat.herb-container-hit,通知,你攻擊 {title}，打落 1 朵，剩餘 {remaining} 朵{countdown},
notice.combat.kill-progress,通知,{action} {target}：{details},
notice.combat.killed,通知,斬殺 {monsterName},
notice.combat.killed-batch,通知,連續斬殺 {count} 個目標：{targetList},
notice.combat.low-priority,通知,低優先度,
notice.combat.offline-defeat,通知,你在離線掛機期間於{locationName}被{killerName}擊敗，離線掛機已結束。,
notice.combat.safe-zone-stop,通知,安全區內無法攻擊，自動戰鬥已停止,
notice.combat.sha-backlash-convert,通知,身死後煞氣入體，煞氣反噬累計 {total} 層（剩餘 {remaining}）,
notice.combat.sha-backlash-loss,通知,煞氣反噬，折損修為 {progress}、底蘊 {foundation},
notice.combat.sha-infusion,通知,殺念入體，煞氣加深至 {stacks} 層,
notice.combat.soul-injury,通知,神魂受損加深至 {stacks} 層,
notice.combat.temporary-tiles-created,通知,{skillName} 生成了 {count} 處臨時石頭,
notice.command.caster-dead,通知,你當前無法繼續行動。,
notice.command.casting-busy,通知,正在吟唱中，無法執行該動作。,
notice.command.casting-busy-alchemy,通知,吟唱中無法分心煉丹。,
notice.command.casting-busy-building,通知,吟唱中無法分心營造。,
notice.command.casting-busy-enhancement,通知,吟唱中無法分心強化。,
notice.command.casting-busy-formation-maintenance,通知,吟唱中無法分心維護陣法。,
notice.command.casting-busy-gather,通知,吟唱中無法分心採集。,
notice.command.casting-busy-mining,通知,吟唱中無法分心挖礦。,
notice.command.failed,通知,行動未能完成，請稍後重試。,
notice.command.no-target,通知,沒有可命中的目標,
notice.command.pvp-forbidden,通知,當前區域不允許玩家互攻。,
notice.command.qi-insufficient,通知,元氣不足。,
notice.command.skill-cooldown,通知,技能尚在冷卻。,
notice.command.target-blocked,通知,目標被遮擋。,
notice.command.target-dead,通知,目標已經死亡。,
notice.command.target-left-map,通知,目標已離開當前地圖。,
notice.command.target-out-of-range,通知,目標超出作用範圍。,
notice.command.technique-active,通知,學習者已有進行中的技藝任務。,
notice.command.technique-already-known,通知,學習者已經掌握該功法。,
notice.command.technique-cancel-none,通知,當前沒有可取消的技藝任務。,
notice.command.technique-none,通知,當前沒有進行中的技藝任務。,
notice.command.technique-queue-full,通知,技藝任務隊列已滿。,
notice.command.tile-damage-forbidden,通知,當前區域禁止攻擊地形。,
